Images;file3.jpg;file2.jpg;file1.jpg;file5.jpg;file4.jpg;file6.jpg;
file3.jpg;1.0;0.66867;0.62937;0.64081;0.66925;0.66109;
file2.jpg;0.66867;1.0;0.72782;0.69138;0.6651;0.65436;
file1.jpg;0.62937;0.72782;1.0;0.71042;0.65708;0.6463;
file5.jpg;0.64081;0.69138;0.71042;1.0;0.6924;0.88902;
file4.jpg;0.66925;0.6651;0.65708;0.6924;1.0;0.6572;
file6.jpg;0.66109;0.65436;0.6463;0.88902;0.6572;1.0;
