Images;file3.jpg;file2.jpg;file1.jpg;file5.jpg;file4.jpg;file6.jpg;
file3.jpg;1.0;0.02938;0.07131;0.03326;0.02965;0.07391;
file2.jpg;0.02938;1.0;0.07472;0.02102;0.02529;0.02221;
file1.jpg;0.07131;0.07472;1.0;0.06817;0.01944;0.06006;
file5.jpg;0.03326;0.02102;0.06817;1.0;0.01007;0.84829;
file4.jpg;0.02965;0.02529;0.01944;0.01007;1.0;0.00903;
file6.jpg;0.07391;0.02221;0.06006;0.84829;0.00903;1.0;
